"fips_state_code","fips_county_code","name","state_abbrev","population","housing_units","land_area","water_area","latitude","longitude"
"48","179","Gray County","TX","23967","11532","2404361","2518","35409477","-10081454"
"48","181","Grayson County","TX","95021","44223","2418227","118025","33623821","-9667629"
"48","183","Gregg County","TX","104948","44689","709834","6068","32484661","-9481054"
"48","185","Grimes County","TX","18828","7744","2055984","19294","30548859","-9597854"
"48","187","Guadalupe County","TX","64873","25592","1842021","7840","29583050","-9794836"
"48","189","Hale County","TX","34671","13168","2602302","284","34074288","-10182604"
"48","191","Hall County","TX","3905","2189","2339133","2567","34521376","-10069255"
"48","193","Hamilton County","TX","7733","4266","2164652","1743","31703376","-9811017"
"48","195","Hansford County","TX","5848","2525","2382482","1554","36279070","-10135229"
"48","197","Hardeman County","TX","5283","2678","1801155","4204","34289676","-9974528"
"48","199","Hardin County","TX","41320","16486","2316446","7893","30336011","-9439314"
"48","201","Harris County","TX","2818199","1173808","4478074","126660","29856850","-9539267"
"48","203","Harrison County","TX","57483","23481","2327988","42292","32547759","-9437056"
"48","205","Hartley County","TX","3634","1541","3787501","2457","35841078","-10260758"
"48","207","Haskell County","TX","6820","3843","2338882","18871","33179200","-9972959"
"48","209","Hays County","TX","65614","25247","1755851","4962","30057564","-9802952"
"48","211","Hemphill County","TX","3720","1712","2356193","6166","35833579","-10028044"
"48","213","Henderson County","TX","58543","31779","2264638","193517","32210163","-9585231"
"48","215","Hidalgo County","TX","383545","128241","4063898","35505","26396343","-9818482"
"48","217","Hill County","TX","27146","12899","2492699","60290","31993448","-9713187"
"48","219","Hockley County","TX","24199","9279","2352511","691","33605835","-10234291"
"48","221","Hood County","TX","28981","14958","1092039","39331","32433954","-9783455"
"48","223","Hopkins County","TX","28833","12676","2032515","20830","33149020","-9556195"
"48","225","Houston County","TX","21375","10265","3188272","15372","31317506","-9542918"
"48","227","Howard County","TX","32343","13651","2338559","3510","32309140","-10143903"
"48","229","Hudspeth County","TX","2915","1288","11839758","2403","31452136","-10537422"
"48","231","Hunt County","TX","64343","28959","2178794","105818","33122740","-9608531"
"48","233","Hutchinson County","TX","25689","11419","2298436","19633","35837384","-10136136"
"48","235","Irion County","TX","1629","842","2723564","292","31302962","-10098024"
"48","237","Jack County","TX","6981","3497","2376160","7114","33236089","-9817553"
"48","239","Jackson County","TX","13039","5841","2148456","71420","28944158","-9657602"
"48","241","Jasper County","TX","31102","13824","2428046","83433","30740786","-9402677"
"48","243","Jeff Davis County","TX","1946","1348","5865307","460","30716095","-10413489"
"48","245","Jefferson County","TX","239397","101289","2340312","538001","29859568","-9414002"
"48","247","Jim Hogg County","TX","5109","2103","2942718","141","27048922","-9867803"
"48","249","Jim Wells County","TX","37679","13948","2239447","9451","27733396","-9809040"
"48","251","Johnson County","TX","97165","37029","1889085","13101","32377955","-9736463"
"48","253","Jones County","TX","16490","7639","2411497","15878","32738590","-9988242"
"48","255","Karnes County","TX","12455","5117","1943322","8462","28905185","-9786426"
"48","257","Kaufman County","TX","52220","20097","2036071","53731","32596811","-9628403"
"48","259","Kendall County","TX","14589","6137","1715868","1551","29950477","-9870356"
"48","261","Kenedy County","TX","460","213","3773283","1265822","26926476","-9761619"
"48","263","Kent County","TX","1010","603","2337212","1491","33186492","-10077098"
"48","265","Kerr County","TX","36304","17161","2865254","3851","30062193","-9934866"
"48","267","Kimble County","TX","4122","2593","3239554","583","30491302","-9974989"
"48","269","King County","TX","354","191","2362976","2686","33614091","-10025184"
"48","271","Kinney County","TX","3119","1821","3531552","4834","29352365","-10041754"
"48","273","Kleberg County","TX","30274","12008","2256042","568361","27427354","-9766187"
"48","275","Knox County","TX","4837","2459","2212252","3491","33608582","-9974320"
"48","277","Lamar County","TX","43949","18964","2375188","40056","33667163","-9557021"
"48","279","Lamb County","TX","15072","6531","2632175","3932","34068807","-10234752"
"48","281","Lampasas County","TX","13521","6193","1844331","4978","31194425","-9823991"
"48","283","La Salle County","TX","5254","2244","3856474","13931","28344299","-9910039"
"48","285","Lavaca County","TX","18690","9549","2512271","1158","29383845","-9693761"
"48","287","Lee County","TX","12854","5773","1628013","14269","30306715","-9695639"
"48","289","Leon County","TX","12665","7019","2776813","21594","31300326","-9599997"
"48","291","Liberty County","TX","52726","22243","3003947","42741","30148954","-9481238"
"48","293","Limestone County","TX","20946","9922","2354010","63038","31544771","-9658303"
"48","295","Lipscomb County","TX","3143","1683","2414312","289","36276316","-10027162"
"48","297","Live Oak County","TX","9556","5519","2684274","110169","28351117","-9812661"
"48","299","Llano County","TX","11631","9773","2421291","81307","30705177","-9868489"
"48","301","Loving County","TX","107","59","1743370","9760","31844703","-10356732"
"48","303","Lubbock County","TX","222636","91770","2329961","2948","33611700","-10181989"
"48","305","Lynn County","TX","6758","2978","2310092","4080","33178193","-10181556"
"48","307","McCulloch County","TX","8778","4424","2769693","10481","31196882","-9934671"
"48","309","McLennan County","TX","189123","78857","2698587","47512","31550629","-9720059"
"48","311","McMullen County","TX","817","565","2882924","76684","28346140","-9856738"
"48","313","Madison County","TX","10931","4326","1216483","7242","30966550","-9593037"
"48","315","Marion County","TX","9984","5729","987405","101401","32798342","-9435749"
"48","317","Martin County","TX","4956","2039","2369480","2170","32302906","-10196070"
"48","319","Mason County","TX","3423","2356","2414263","293","30717774","-9922038"
"48","321","Matagorda County","TX","36928","18540","2886683","1289247","28784392","-9599756"
"48","323","Maverick County","TX","36378","11143","3315648","30214","28746977","-10032060"
"48","325","Medina County","TX","27312","10860","3439178","17518","29353808","-9911018"
"48","327","Menard County","TX","2252","1562","2336139","877","30898389","-9982255"
"48","329","Midland County","TX","106611","45181","2331823","4442","31888607","-10202021"
"48","331","Milam County","TX","22946","10511","2633484","12826","30789011","-9697525"
"48","333","Mills County","TX","4531","2582","1937773","4601","31495886","-9859391"
"48","335","Mitchell County","TX","8016","4559","2357226","15171","32302220","-10092321"
"48","337","Montague County","TX","17274","9262","2410590","20141","33672186","-9772513"
"48","339","Montgomery County","TX","182201","73871","2704799","84386","30299724","-9550189"
"48","341","Moore County","TX","17865","6837","2330293","25775","35835871","-10189008"
"48","343","Morris County","TX","13200","5800","659221","10694","33117936","-9473115"
"48","345","Motley County","TX","1532","1026","2562649","1115","34084735","-10078927"
"48","347","Nacogdoches County","TX","54753","22768","2452333","89520","31611655","-9461376"
"48","349","Navarro County","TX","39926","17219","2774409","39019","32049290","-9647432"
"48","351","Newton County","TX","13569","6378","2415832","17655","30782101","-9374680"
"48","353","Nolan County","TX","16594","7462","2362246","5038","32308326","-10039860"
"48","355","Nueces County","TX","291145","114326","2164957","856476","27736587","-9752105"
"48","357","Ochiltree County","TX","9128","3996","2376655","1332","36278773","-10081458"
"48","359","Oldham County","TX","2278","861","3886922","2037","35399278","-10259580"
"48","361","Orange County","TX","80509","32032","923127","59932","30125520","-9389431"
"48","363","Palo Pinto County","TX","25055","13349","2468237","84358","32747826","-9830580"
"48","365","Panola County","TX","22035","9700","2074527","52886","32162806","-9430686"
"48","367","Parker County","TX","64785","26044","2340257","17027","32777999","-9780580"
"48","369","Parmer County","TX","9863","3685","2283664","9080","34528179","-10277938"
"48","371","Pecos County","TX","14675","5841","12338848","2780","30781391","-10272314"
"48","373","Polk County","TX","30687","18662","2738565","136092","30797514","-9483043"
"48","375","Potter County","TX","97874","42927","2355462","32661","35397205","-10189477"
"48","377","Presidio County","TX","6637","2890","9986502","1942","29998304","-10422925"
"48","379","Rains County","TX","6715","3533","601057","69471","32869941","-9579620"
"48","381","Randall County","TX","89673","37807","2368458","20781","34968492","-10190039"
"48","383","Reagan County","TX","4514","1685","3044297","1768","31358564","-10152357"
"48","385","Real County","TX","2412","2049","1812891","337","29841002","-9980687"
"48","387","Red River County","TX","14317","6650","2720133","19240","33618415","-9505101"
"48","389","Reeves County","TX","15852","6044","6827374","15735","31321483","-10368296"
"48","391","Refugio County","TX","7976","3739","1995153","125322","28320913","-9716873"
"48","393","Roberts County","TX","1025","492","2393548","254","35833390","-10080636"
"48","395","Robertson County","TX","15511","7338","2213491","28758","31027267","-9651402"
"48","397","Rockwall County","TX","25604","9816","333580","51579","32892657","-9640927"
"48","399","Runnels County","TX","11294","5345","2731167","7031","31833126","-9996845"
"48","401","Rusk County","TX","43735","19092","2392239","38997","32105284","-9475740"
"48","403","Sabine County","TX","9586","6996","1269872","223644","31342577","-9385013"
"48","405","San Augustine County","TX","7999","4168","1367296","166638","31397248","-9418030"
"48","407","San Jacinto County","TX","16372","9823","1478128","148279","30575046","-9516268"
"48","409","San Patricio County","TX","58749","22126","1791678","39744","28005082","-9752200"
"48","411","San Saba County","TX","5401","3078","2938480","9795","31155153","-9881468"
"48","413","Schleicher County","TX","2990","1288","3394708","112","30899605","-10053896"
"48","415","Scurry County","TX","18634","7702","2337666","13041","32745829","-10091669"
"48","417","Shackelford County","TX","3316","1755","2367332","4107","32730322","-9935483"
"48","419","Shelby County","TX","22034","10616","2056976","104645","31791634","-9414174"
"48","421","Sherman County","TX","2858","1293","2390834","423","36280020","-10189313"
"48","423","Smith County","TX","151309","64369","2404799","54528","32375250","-9527142"
"48","425","Somervell County","TX","5360","2429","484802","12253","32221652","-9777142"
"48","427","Starr County","TX","40518","12209","3167898","16201","26574537","-9873328"
"48","429","Stephens County","TX","9010","4982","2317302","69502","32738118","-9883948"
"48","431","Sterling County","TX","1438","623","2391731","342","31824140","-10104506"
"48","433","Stonewall County","TX","2013","1085","2379551","4047","33177940","-10025227"
"48","435","Sutton County","TX","4135","1924","3765561","1639","30495859","-10054126"
"48","437","Swisher County","TX","8133","3497","2332281","643","34529503","-10173183"
"48","439","Tarrant County","TX","1170103","491152","2236493","88175","32770451","-9729328"
"48","441","Taylor County","TX","119655","49988","2371673","9419","32311387","-9988079"
"48","443","Terrell County","TX","1410","810","6106979","85","30226009","-10206690"
"48","445","Terry County","TX","13218","5296","2304832","2742","33171110","-10233885"
"48","447","Throckmorton County","TX","1880","1106","2363144","8111","33183624","-9921498"
"48","449","Titus County","TX","24009","9357","1063398","39219","33217645","-9496831"
"48","451","Tom Green County","TX","98458","40135","3942488","47751","31409637","-10045711"
"48","453","Travis County","TX","576407","264173","2562568","84904","30333300","-9777940"
"48","455","Trinity County","TX","11445","7200","1794579","54802","31093348","-9512485"
"48","457","Tyler County","TX","16646","9047","2390504","33153","30768905","-9437909"
"48","459","Upshur County","TX","31370","12887","1522209","12946","32734950","-9494139"
"48","461","Upton County","TX","4447","1868","3216182","410","31364072","-10204224"
"48","463","Uvalde County","TX","23340","9692","4031719","5328","29350099","-9976075"
"48","465","Val Verde County","TX","38721","13905","8212044","160640","29894131","-10115149"
"48","467","Van Zandt County","TX","37944","17013","2198422","27834","32557969","-9583523"
"48","469","Victoria County","TX","74361","29162","2285897","16129","28796000","-9697094"
"48","471","Walker County","TX","50917","18349","2039670","36228","30737951","-9557390"
"48","473","Waller County","TX","23390","8824","1330287","12612","30013363","-9598199"
"48","475","Ward County","TX","13115","5365","2164084","652","31510529","-10310151"
"48","477","Washington County","TX","26154","11717","1578029","31400","30213697","-9640546"
"48","479","Webb County","TX","133239","37197","8694555","48437","27770428","-9932720"
"48","481","Wharton County","TX","39955","16277","2823644","11141","29277302","-9621651"
"48","483","Wheeler County","TX","5879","3071","2367963","2895","35397156","-10026703"
"48","485","Wichita County","TX","122378","51413","1625734","13847","33990204","-9870774"
"48","487","Wilbarger County","TX","15121","6812","2515223","18217","34084244","-9924168"
"48","489","Willacy County","TX","17705","6072","1545495","485769","26493711","-9759814"
"48","491","Williamson County","TX","139551","54466","2912132","31404","30644320","-9759834"
"48","493","Wilson County","TX","22650","8516","2090603","3778","29174034","-9808562"
"48","495","Winkler County","TX","8626","3708","2178451","502","31859680","-10304745"
"48","497","Wise County","TX","34679","14219","2343085","47060","33215455","-9765269"
"48","499","Wood County","TX","29380","14541","1684260","118042","32781919","-9538155"
"48","501","Yoakum County","TX","8786","3372","2071433","34","33175036","-10282420"
"48","503","Young County","TX","18126","8523","2388988","22048","33177251","-9869817"
"48","505","Zapata County","TX","9279","4225","2581820","158861","26999964","-9918308"
"48","507","Zavala County","TX","12162","4180","3363319","8387","28864352","-9975966"
"49","1","Beaver County","UT","4765","2200","6708405","5997","38340778","-11322875"
"49","3","Box Elder County","UT","36485","11890","14824344","2604927","41514922","-11309713"
"49","5","Cache County","UT","70183","22053","3016375","22126","41690981","-11174894"
"49","7","Carbon County","UT","20228","8713","3829495","15842","39643915","-11058278"
"49","9","Daggett County","UT","690","825","1808832","63989","40889907","-10950504"
"49","11","Davis County","UT","187941","55777","788658","852292","41014827","-11212347"
"49","13","Duchesne County","UT","12645","5860","8387432","46354","40281647","-11043530"
"49","15","Emery County","UT","10332","3928","11531044","25097","38990178","-11069024"
"49","17","Garfield County","UT","3980","2488","13402022","88005","37873550","-11143882"
"49","19","Grand County","UT","6620","2992","9535814","32416","38993569","-10955903"
"49","21","Iron County","UT","20789","8499","8543139","9351","37856501","-11327693"
"49","23","Juab County","UT","5817","2311","8785021","37723","39711399","-11279594"
"49","25","Kane County","UT","5169","3237","10339737","301538","37292567","-11189383"
"49","27","Millard County","UT","11333","4125","17067125","618721","39046589","-11310474"
"49","29","Morgan County","UT","5528","1681","1577641","4308","41081323","-11157914"
"49","31","Piute County","UT","1277","704","1962854","20591","38335937","-11212970"
"49","33","Rich County","UT","1725","1859","2664088","149580","41619014","-11123868"
"49","35","Salt Lake County","UT","725956","257339","1909916","182353","40670711","-11192549"
"49","37","San Juan County","UT","12621","4650","20255674","292461","37631161","-10980502"
"49","39","Sanpete County","UT","16259","6570","4113335","37689","39373352","-11157515"
"49","41","Sevier County","UT","15431","6059","4947873","20796","38746559","-11179704"
"49","43","Summit County","UT","15518","11256","4846280","28488","40883639","-11096585"
"49","45","Tooele County","UT","26601","9510","17989917","885298","40445422","-11318215"
"49","47","Uintah County","UT","22211","8142","11596212","56751","40125578","-10951832"
"49","49","Utah County","UT","263590","72820","5175889","369456","40117393","-11166970"
"49","51","Wasatch County","UT","10089","4465","3058616","73323","40332732","-11115879"
"49","53","Washington County","UT","48560","19523","6286446","7431","37278485","-11351674"
"49","55","Wayne County","UT","2177","1061","6372598","15927","38364135","-11089703"
"49","57","Weber County","UT","158330","57851","1490764","217322","41295677","-11191742"
"51","1","Accomack County","VA","31703","15840","1177446","2215922","37762281","-7576399"
"51","3","Albemarle County","VA","68040","25958","1871928","9028","38025947","-7855622"
"51","5","Alleghany County","VA","13176","5481","1154846","2696","37784462","-8001342"
"51","7","Amelia County","VA","8787","3439","924193","4510","37337386","-7797732"
"51","9","Amherst County","VA","28578","10598","1230914","9207","37611246","-7914238"
"51","11","Appomattox County","VA","12298","4913","864295","2715","37369929","-7881002"
"51","13","Arlington County","VA","170936","84847","67030","244","38878726","-7710190"
"51","15","Augusta County","VA","54677","21202","2516724","1477","38171554","-7913309"
"51","17","Bath County","VA","4799","2596","1377568","7032","38058846","-7973614"
"51","19","Bedford County","VA","45656","19641","1955045","37593","37311688","-7952878"
"51","21","Bland County","VA","6514","2706","928963","164","37132211","-8112668"
"51","23","Botetourt County","VA","24992","9785","1405590","8491","37551711","-7980451"
"51","25","Brunswick County","VA","15987","6456","1466368","8370","36764459","-7785865"
"51","27","Buchanan County","VA","31333","12222","1305091","0","37266622","-8203552"
"51","29","Buckingham County","VA","12873","5013","1504511","7001","37568550","-7852537"
"51","31","Campbell County","VA","47572","19008","1306658","7198","37211710","-7909126"
"51","33","Caroline County","VA","19217","7292","1379489","16355","38025805","-7734844"
"51","35","Carroll County","VA","26594","12209","1234221","3377","36734719","-8073432"
"51","36","Charles City County","VA","6282","2314","472605","55493","37351613","-7706138"
"51","37","Charlotte County","VA","11688","4947","1230328","6288","37008090","-7866193"
"51","41","Chesterfield County","VA","209274","77329","1102584","32955","37378206","-7758842"
"51","43","Clarke County","VA","12101","4531","457478","4063","39116395","-7799697"
"51","45","Craig County","VA","4372","1993","854882","12","37486962","-8021580"
"51","47","Culpeper County","VA","27791","10471","987226","2970","38486067","-7795694"
"51","49","Cumberland County","VA","7825","3170","773168","3206","37514670","-7823948"
"51","51","Dickenson County","VA","17620","7112","861582","4950","37116635","-8235126"
"51","53","Dinwiddie County","VA","20960","8023","1304735","8499","37076433","-7763007"
"51","57","Essex County","VA","8689","4073","667653","72891","37944415","-7695143"
"51","59","Fairfax County","VA","818584","307966","1024541","29109","38833867","-7727639"
"51","61","Fauquier County","VA","48741","17716","1684299","3941","38740657","-7780854"
"51","63","Floyd County","VA","12005","5505","988024","35","36936010","-8036317"
"51","65","Fluvanna County","VA","12429","5035","744443","7255","37844377","-7827891"
"51","67","Franklin County","VA","39549","17526","1792585","50449","36993220","-7988081"
"51","69","Frederick County","VA","45723","17864","1073768","2796","39205592","-7826294"
"51","71","Giles County","VA","16366","7098","926960","7954","37319108","-8069785"
"51","73","Gloucester County","VA","30131","12451","560964","185004","37403209","-7652284"
"51","75","Goochland County","VA","14163","5203","736738","14389","37717585","-7792590"
"51","77","Grayson County","VA","16278","7529","1146498","8455","36652520","-8122849"
"51","79","Greene County","VA","10297","4154","405630","954","38297914","-7847080"
"51","81","Greensville County","VA","8853","3393","765241","3553","36674526","-7756248"
"51","83","Halifax County","VA","29033","11790","2107734","26556","36766677","-7893830"
"51","85","Hanover County","VA","63306","23727","1224460","3494","37760263","-7749126"
"51","87","Henrico County","VA","217881","94539","616755","13179","37550800","-7740416"
"51","89","Henry County","VA","56942","23169","990357","5276","36670869","-7988445"
"51","91","Highland County","VA","2635","1759","1077138","0","38350324","-7955629"
"51","93","Isle of Wight County","VA","25053","9753","818152","121467","36907042","-7671121"
"51","95","James City County","VA","34859","14330","370143","95350","37311647","-7677073"
"51","97","King and Queen County","VA","6289","2698","819184","26070","37720303","-7690178"
"51","99","King George County","VA","13527","5280","466238","20189","38264541","-7715481"
"51","101","King William County","VA","10913","4193","713415","26471","37703021","-7709668"
"51","103","Lancaster County","VA","10896","5918","344859","254372","37707716","-7641088"
"51","105","Lee County","VA","24496","10263","1132219","484","36707070","-8312899"
"51","107","Loudoun County","VA","86129","32932","1346585","3171","39093182","-7763662"
"51","109","Louisa County","VA","20325","9080","1288502","34554","37987057","-7795702"
"51","111","Lunenburg County","VA","11419","5065","1118319","1608","36947001","-7824139"
"51","113","Madison County","VA","11949","4547","832565","930","38409177","-7828129"
"51","115","Mathews County","VA","8348","4725","221949","430686","37418661","-7627922"
"51","117","Mecklenburg County","VA","29241","14589","1616113","143381","36683622","-7836511"
"51","119","Middlesex County","VA","8653","5486","337483","208390","37610869","-7650699"
"51","121","Montgomery County","VA","73913","27770","1005538","3115","37171177","-8039441"
"51","125","Nelson County","VA","12778","7063","1223469","5060","37792026","-7888435"
"51","127","New Kent County","VA","10445","3968","543470","36093","37506203","-7699778"
"51","131","Northampton County","VA","13061","6183","537117","1522962","37301001","-7592572"
"51","133","Northumberland County","VA","10524","6841","498087","241812","37857955","-7637908"
"51","135","Nottoway County","VA","14993","5732","815154","3626","37141409","-7805466"
"51","137","Orange County","VA","21421","9038","885090","4412","38240198","-7801177"
"51","139","Page County","VA","21690","8948","805865","7685","38613652","-7848154"
"51","141","Patrick County","VA","17473","8125","1251389","7051","36681768","-8028509"
"51","143","Pittsylvania County","VA","55655","22861","2514506","19065","36820155","-7939733"
"51","145","Powhatan County","VA","15328","4910","676759","2908","37546060","-7791636"
"51","147","Prince Edward County","VA","17320","6075","913773","2755","37218313","-7844307"
"51","149","Prince George County","VA","27394","8640","687928","41281","37186767","-7722121"
"51","153","Prince William County","VA","215686","74759","876528","27523","38704050","-7747778"
"51","155","Pulaski County","VA","34496","14740","830285","23381","37063187","-8071385"
"51","157","Rappahannock County","VA","6622","2964","690491","673","38687336","-7816860"
"51","159","Richmond County","VA","7273","3179","495921","64546","37938524","-7672439"
"51","161","Roanoke County","VA","79332","31689","649227","461","37268550","-8007945"
"51","163","Rockbridge County","VA","18350","7975","1553145","3500","37814645","-7944619"
"51","165","Rockingham County","VA","57482","22614","2204627","5557","38515309","-7887633"
"51","167","Russell County","VA","28667","11558","1229387","5477","36937887","-8209539"
"51","169","Scott County","VA","23204","10003","1389826","5294","36718623","-8260145"
"51","171","Shenandoah County","VA","31636","15160","1326697","836","38861886","-7856809"
"51","173","Smyth County","VA","32370","13132","1170958","566","36844951","-8153354"
"51","175","Southampton County","VA","17550","6560","1554693","7247","36723556","-7710658"
"51","177","Spotsylvania County","VA","57403","20483","1038331","29533","38179795","-7765052"
"51","179","Stafford County","VA","61236","20529","699316","24727","38413096","-7745282"
"51","181","Surry County","VA","6145","2982","722886","80855","37119825","-7689053"
"51","183","Sussex County","VA","10248","4252","1271051","5445","36926372","-7725877"
"51","185","Tazewell County","VA","45960","18901","1346193","383","37125510","-8156304"
"51","187","Warren County","VA","26142","11223","553542","6793","38908123","-7820697"
"51","191","Washington County","VA","45887","19183","1461291","8760","36724220","-8196117"
"51","193","Westmoreland County","VA","15480","8378","593619","60755","38113533","-7680386"
"51","195","Wise County","VA","39573","15927","1044720","3093","36974565","-8262167"
"51","197","Wythe County","VA","25466","10659","1199844","3556","36921075","-8108504"
"51","199","York County","VA","42422","15284","273542","284599","37223614","-7643921"
"51","510","Alexandria city","VA","111183","58252","39551","271","38821000","-7708617"
"51","515","Bedford city","VA","6073","2625","17726","37","37337818","-7952111"
"51","520","Bristol city","VA","18426","8174","30031","0","36613216","-8216810"
"51","530","Buena Vista city","VA","6406","2494","17684","0","37731693","-7935709"
"51","540","Charlottesville city","VA","40341","16785","26574","0","38037450","-7848574"
"51","550","Chesapeake city","VA","151976","55742","882361","26511","36678812","-7630877"
"51","560","Clifton Forge city","VA","4679","2131","8006","11","37823468","-7982553"
"51","570","Colonial Heights city","VA","16064","6592","19327","839","37264000","-7739878"
"51","580","Covington city","VA","6991","3269","11490","0","37777966","-7999027"
"51","590","Danville city","VA","53056","23297","111540","2271","36583187","-7940830"
"51","595","Emporia city","VA","5306","2178","17839","176","36694793","-7753670"
"51","600","Fairfax city","VA","19622","7677","15964","0","38853650","-7729822"
"51","610","Falls Church city","VA","9578","4668","5168","0","38885050","-7717455"
"51","620","Franklin city","VA","7864","3166","19882","121","36680804","-7693596"
"51","630","Fredericksburg city","VA","19027","8063","27234","24","38299252","-7748712"
"51","640","Galax city","VA","6670","2943","20893","0","36664502","-8091772"
"51","650","Hampton city","VA","133793","53623","134214","198759","37055150","-7629191"
"51","660","Harrisonburg city","VA","30707","10900","45494","76","38436724","-7887397"
"51","670","Hopewell city","VA","23101","9625","26541","1227","37290565","-7729842"
"51","678","Lexington city","VA","6959","2311","6459","0","37782292","-7944462"
"51","680","Lynchburg city","VA","66049","27233","127946","947","37401217","-7919143"
"51","683","Manassas city","VA","27957","10232","25928","58","38747400","-7748537"
"51","685","Manassas Park city","VA","6734","2252","4744","0","38773267","-7745206"
"51","690","Martinsville city","VA","16162","7310","28377","135","36683477","-7986382"
"51","700","Newport News city","VA","170045","69728","176999","131301","37075850","-7651416"
"51","710","Norfolk city","VA","261229","98762","139236","110184","36923200","-7624494"
"51","720","Norton city","VA","4247","1845","18814","0","36931339","-8262609"
"51","730","Petersburg city","VA","38386","16196","59253","885","37204350","-7739257"
"51","735","Poquoson city","VA","11005","3890","40193","162947","37153396","-7629043"
"51","740","Portsmouth city","VA","103907","42283","85843","34896","36855534","-7635641"
"51","750","Radford city","VA","15940","5496","25428","962","37124075","-8055889"
"51","760","Richmond city","VA","203056","94141","155728","6421","37531050","-7747458"
"51","770","Roanoke city","VA","96397","44384","111115","79","37278400","-7995839"
"51","775","Salem city","VA","23756","9609","37689","0","37286650","-8005641"
"51","780","South Boston city","VA","6997","2997","14347","35","36707791","-7890624"
"51","790","Staunton city","VA","24461","10003","51182","0","38158808","-7906227"
"51","800","Suffolk city","VA","52141","20011","1036205","75147","36703293","-7663814"
"51","810","Virginia Beach city","VA","393069","147037","643159","644977","36770134","-7601474"
"51","820","Waynesboro city","VA","18549","7902","36378","48","38069502","-7890263"
"51","830","Williamsburg city","VA","11530","3960","22297","334","37270008","-7670685"
"51","840","Winchester city","VA","21947","9808","24170","0","39174479","-7817500"
"50","1","Addison County","VT","32953","14022","1994401","99513","44030571","-7314254"
"50","3","Bennington County","VT","35845","18501","1751665","3624","43029341","-7310840"
"50","5","Caledonia County","VT","27846","13449","1685987","17556","44459934","-7209880"
"50","7","Chittenden County","VT","131761","52095","1395901","208925","44453700","-7308769"
"50","9","Essex County","VT","6405","4403","1723091","22117","44731851","-7172060"
"50","11","Franklin County","VT","39980","17250","1650038","143953","44860121","-7290899"
"50","13","Grand Isle County","VT","5318","4135","214006","290168","44795372","-7329095"
"50","15","Lamoille County","VT","19735","9872","1192939","7447","44607105","-7264632"
"50","17","Orange County","VT","26149","12336","1783826","8374","44008230","-7238160"
"50","19","Orleans County","VT","24053","12997","1804901","60752","44829184","-7225093"
"50","21","Rutland County","VT","62142","31181","2414353","31715","43574204","-7303505"
"50","23","Washington County","VT","54928","25328","1785983","16212","44269630","-7262130"
"50","25","Windham County","VT","41588","25796","2042939","24337","42986237","-7271759"
"50","27","Windsor County","VT","54055","29849","2515718","12347","43570621","-7257017"
"53","1","Adams County","WA","13603","5263","4985744","12244","46988989","-11855691"
"53","3","Asotin County","WA","17605","7519","1647009","12379","46182485","-11718502"
"53","5","Benton County","WA","112560","44877","4411065","147817","46247641","-11950153"
"53","7","Chelan County","WA","52250","25048","7567041","187090","47876957","-12064135"
"53","9","Clallam County","WA","56464","25225","4519953","2411240","48109502","-12393120"
"53","11","Clark County","WA","238053","92849","1626236","73487","45773673","-12248429"
"53","13","Columbia County","WA","4024","2046","2250199","12207","46301584","-11791536"
"53","15","Cowlitz County","WA","82119","33304","2949286","71723","46190773","-12268216"
"53","17","Douglas County","WA","26205","10640","4715290","72946","47739947","-11969485"
"53","19","Ferry County","WA","6295","3239","5708311","138509","48469558","-11850865"
"53","21","Franklin County","WA","37473","13664","3217260","60085","46536896","-11890477"
"53","23","Garfield County","WA","2248","1209","1840292","19794","46433948","-11753476"
"53","25","Grant County","WA","54758","22809","6931816","297837","47207843","-11946631"
"53","27","Grays Harbor County","WA","64175","29932","4965699","795997","47147370","-12382900"
"53","29","Island County","WA","60195","25860","540252","799780","48154178","-12257588"
"53","31","Jefferson County","WA","20146","11014","4684833","956256","47844076","-12357578"
"53","33","King County","WA","1507319","647343","5506604","467933","47474506","-12184428"
"53","35","Kitsap County","WA","189731","74038","1025625","440271","47640250","-12264737"
"53","37","Kittitas County","WA","26725","13215","5950059","93030","47124405","-12067556"
"53","39","Klickitat County","WA","16616","7213","4849716","82396","45873750","-12078911"
"53","41","Lewis County","WA","59358","25487","6236197","74147","46577736","-12239830"
"53","43","Lincoln County","WA","8864","4607","5986123","73811","47572051","-11841420"
"53","45","Mason County","WA","38341","22292","2489266","233051","47350607","-12318495"
"53","47","Okanogan County","WA","33350","16629","13644872","121951","48549908","-11974613"
"53","49","Pacific County","WA","18882","12404","2524133","644952","46560890","-12378062"
"53","51","Pend Oreille County","WA","8915","5404","3627226","64396","48534841","-11728248"
"53","53","Pierce County","WA","586203","228842","4339673","339590","47048300","-12211322"
"53","55","San Juan County","WA","10035","6075","453100","1155528","48570365","-12297319"
"53","57","Skagit County","WA","79555","33580","4494390","479677","48476786","-12178190"
"53","59","Skamania County","WA","8289","3922","4290412","71030","46026291","-12191353"
"53","61","Snohomish County","WA","465642","183942","5413618","275390","48044416","-12171367"
"53","63","Spokane County","WA","361364","150105","4568254","44061","47619550","-11740299"
"53","65","Stevens County","WA","30948","14601","6418870","161442","48397024","-11785280"
"53","67","Thurston County","WA","161238","66464","1883099","120743","46925123","-12282750"
"53","69","Wahkiakum County","WA","3327","1496","684428","58137","46293398","-12342797"
